Order ID,Order Date,Customer ID,Type,SKU,Category,Product Name,Unit Price,Qty,Total,Discount Code,Disc %,Payment,Source,City,State,Warehouse,Del Date,Status,Return?,Reason,Ret Rec,Refund
UT-100239,2024-12-04,CUST_10238,New,ACC-ERM-OS,Accessories,Ear Muffs,499,2,998,Dec20,20,COD,Mobile App,Munnar,Kerala,Bangalore,2024-12-13,Delivered,No,,,Not Applicable
UT-100240,2024-12-04,CUST_10239,New,DRS-NYE-S,Dresses,Sequin Party Dress,4999,1,4999,,0,Debit Card,Instagram Shop,Goa,Goa,Mumbai,2024-12-14,Delivered,Yes,Size Issue,2025-01-06,Processed
UT-100241,2024-12-04,CUST_10240,New,TOP-SPK-M,Tops,Sparkle Top,2299,1,2299,Dec20,20,UPI,Website,Mumbai,Maharashtra,Mumbai,2024-12-13,Delivered,No,,,Not Applicable
UT-100242,2024-12-05,CUST_10241,New,BOT-VLV-S,Bottoms,Velvet Pants,2599,1,2599,,0,Credit Card,Mobile App,Bangalore,Karnataka,Bangalore,2024-12-15,Delivered,Yes,Changed Mind,2025-01-08,Processed
UT-100243,2024-12-05,CUST_10242,Returning,OUT-FUR-L,Outerwear,Faux Fur Coat,8999,1,8999,Dec20,20,Wallet,Instagram Shop,Delhi,Delhi,Delhi,2024-12-17,Delivered,Yes,Size Issue,2025-01-10,Pending
UT-100244,2024-12-05,CUST_10243,New,ACC-CLT-OS,Accessories,Evening Clutch,1799,1,1799,,0,UPI,Website,Hyderabad,Telangana,Bangalore,2024-12-16,Delivered,No,,,Not Applicable
UT-100245,2024-12-05,CUST_10244,New,TOP-MET-S,Tops,Metallic Blouse,2199,1,2199,,0,Debit Card,Mobile App,Chennai,Tamil Nadu,Bangalore,2024-12-16,Delivered,No,,,Not Applicable
UT-100246,2024-12-06,CUST_10245,New,DRS-GLT-M,Dresses,Glitter Dress,3799,1,3799,Dec20,20,COD,Instagram Shop,Pune,Maharashtra,Mumbai,2024-12-18,Delivered,Yes,Quality Defect,2025-01-12,Processed
UT-100247,2024-12-06,CUST_10246,New,BOT-SLK-S,Bottoms,Silk Trousers,2899,1,2899,,0,Credit Card,Website,Kolkata,West Bengal,Delhi,2024-12-18,Delivered,No,,,Not Applicable
UT-100248,2024-12-06,CUST_10247,Returning,OUT-CPE-M,Outerwear,Velvet Cape,4599,1,4599,Dec20,20,UPI,Mobile App,Jaipur,Rajasthan,Delhi,2024-12-19,Delivered,Yes,Size Issue,2025-01-14,Processed
UT-100249,2024-12-06,CUST_10248,New,ACC-HDB-OS,Accessories,Embellished Handbag,2499,1,2499,,0,Wallet,Instagram Shop,Lucknow,Uttar Pradesh,Delhi,2024-12-19,Delivered,No,,,Not Applicable
UT-100250,2024-12-07,CUST_10249,New,TOP-NYE-XS,Tops,Party Bodysuit,1899,1,1899,,0,Debit Card,Website,Goa,Goa,Mumbai,,RTO,No,,,Not Applicable
UT-100251,2024-12-07,CUST_10250,New,DRS-CCT-S,Dresses,Cocktail Dress,3299,1,3299,Dec20,20,Credit Card,Mobile App,Mumbai,Maharashtra,Mumbai,2024-12-20,Delivered,No,,,Not Applicable
UT-100252,2024-12-07,CUST_10251,New,BOT-SQN-M,Bottoms,Sequin Skirt,2199,1,2199,,0,COD,Instagram Shop,Delhi,Delhi,Delhi,2024-12-21,Delivered,Yes,Damaged in Transit,2025-01-15,Pending
UT-100253,2024-12-07,CUST_10252,Returning,OUT-BLZ-S,Outerwear,Tuxedo Blazer,5499,1,5499,Dec20,20,UPI,Website,Bangalore,Karnataka,Bangalore,2024-12-21,Delivered,No,,,Not Applicable
UT-100254,2024-12-08,CUST_10253,New,ACC-TRA-OS,Accessories,Tiara Headband,999,1,999,,0,Wallet,Mobile App,Ahmedabad,Gujarat,Mumbai,2024-12-22,Delivered,No,,,Not Applicable
UT-100255,2024-12-08,CUST_10254,New,TOP-OFF-M,Tops,Off-Shoulder Top,1699,2,3398,,0,Debit Card,Instagram Shop,Surat,Gujarat,Mumbai,2024-12-22,Delivered,Yes,Size Issue,2025-01-16,Processed
UT-100256,2024-12-08,CUST_10255,New,DRS-BLB-S,Dresses,Balloon Sleeve Dress,2799,1,2799,Dec20,20,Credit Card,Website,Vadodara,Gujarat,Mumbai,2024-12-23,Delivered,Yes,Wrong Item,2025-01-18,Processed
UT-100257,2024-12-08,CUST_10256,New,BOT-WDE-L,Bottoms,Wide Leg Pants,2299,1,2299,,0,UPI,Mobile App,Rajkot,Gujarat,Mumbai,2024-12-23,Delivered,No,,,Not Applicable
UT-100258,2024-12-09,CUST_10257,Returning,OUT-SQN-M,Outerwear,Sequin Jacket,5999,1,5999,,0,COD,Instagram Shop,Kanpur,Uttar Pradesh,Delhi,2024-12-24,Delivered,Yes,Changed Mind,2025-01-20,Processed
UT-100259,2024-12-09,CUST_10258,New,ACC-PRT-OS,Accessories,Party Earrings,899,2,1798,Dec20,20,Wallet,Website,Mumbai,Maharashtra,Mumbai,2024-12-23,Delivered,No,,,Not Applicable
UT-100260,2024-12-09,CUST_10259,New,TOP-FTH-S,Tops,Feather Trim Top,2099,1,2099,,0,Debit Card,Mobile App,Delhi,Delhi,Delhi,2024-12-24,Delivered,Yes,Quality Defect,2025-01-19,Processed
UT-100261,2024-12-10,CUST_10260,New,DRS-PRY-M,Dresses,Party Maxi,3999,1,3999,,0,Credit Card,Instagram Shop,Chandigarh,Punjab,Delhi,2024-12-25,Delivered,Yes,Size Issue,2025-01-22,Processed
UT-100262,2024-12-10,CUST_10261,New,BOT-GLM-S,Bottoms,Glam Pants,2499,1,2499,Dec20,20,UPI,Website,Noida,Uttar Pradesh,Delhi,2024-12-25,Delivered,No,,,Not Applicable
UT-100263,2024-12-10,CUST_10262,Returning,OUT-LME-L,Outerwear,Lame Blazer,4899,1,4899,,0,COD,Mobile App,Gurgaon,Haryana,Delhi,2024-12-26,Delivered,Yes,Wrong Item,2025-01-23,Processed
UT-100264,2024-12-10,CUST_10263,New,ACC-NYE-OS,Accessories,NYE Headpiece,1199,1,1199,,0,Wallet,Instagram Shop,Indore,Madhya Pradesh,Mumbai,2024-12-25,Delivered,No,,,Not Applicable
UT-100265,2024-12-10,CUST_10264,New,TOP-SHM-M,Tops,Shimmer Top,1899,1,1899,Dec20,20,Debit Card,Website,Surat,Gujarat,Mumbai,2024-12-26,Delivered,Yes,Damaged in Transit,2025-01-21,Processed
UT-100266,2024-12-11,CUST_10265,New,DRS-CNT-L,Dresses,Countdown Dress,3599,1,3599,,0,Credit Card,Mobile App,Patna,Bihar,Delhi,2024-12-27,Delivered,No,,,Not Applicable
UT-100267,2024-12-11,CUST_10266,New,BOT-CHM-S,Bottoms,Champagne Pants,2699,1,2699,,0,UPI,Instagram Shop,Bhopal,Madhya Pradesh,Mumbai,2024-12-27,Delivered,Yes,Size Issue,2025-01-24,Processed
UT-100268,2024-12-11,CUST_10267,Returning,OUT-RSE-M,Outerwear,Rose Gold Jacket,5599,1,5599,Dec20,20,COD,Website,Nagpur,Maharashtra,Mumbai,2024-12-28,Delivered,Yes,Changed Mind,2025-01-25,Processed
UT-100269,2024-12-11,CUST_10268,New,ACC-MSK-OS,Accessories,Mask Chain,399,3,1197,,0,Wallet,Mobile App,Coimbatore,Tamil Nadu,Bangalore,2024-12-27,Delivered,No,,,Not Applicable
UT-100270,2024-12-12,CUST_10269,New,TOP-CEL-L,Tops,Celebration Top,2199,1,2199,,0,Debit Card,Instagram Shop,Kochi,Kerala,Bangalore,2024-12-28,Delivered,Yes,Quality Defect,2025-01-23,Processed
UT-100271,2024-12-12,CUST_10270,New,DRS-MID-S,Dresses,Midnight Dress,4299,1,4299,Dec20,20,Credit Card,Website,Vizag,Andhra Pradesh,Bangalore,2024-12-29,Delivered,No,,,Not Applicable
UT-100272,2024-12-12,CUST_10271,New,BOT-NYS-M,Bottoms,NYE Skirt,2399,1,2399,,0,UPI,Mobile App,Thiruvananthapuram,Kerala,Bangalore,2024-12-29,Delivered,Yes,Wrong Item,2025-01-26,Processed
UT-100273,2024-12-12,CUST_10272,Returning,OUT-FRS-L,Outerwear,Frost Jacket,6299,1,6299,,0,COD,Instagram Shop,Mysore,Karnataka,Bangalore,,RTO,No,,,Not Applicable
UT-100274,2024-12-13,CUST_10273,New,ACC-SPR-OS,Accessories,Sparkle Hair Clip,599,2,1198,Dec20,20,Wallet,Website,Vadodara,Gujarat,Mumbai,2024-12-29,Delivered,No,,,Not Applicable
UT-100275,2024-12-13,CUST_10274,New,TOP-GLS-M,Tops,Glass Bead Top,2399,1,2399,,0,Debit Card,Mobile App,Rajkot,Gujarat,Mumbai,2024-12-30,Delivered,Yes,Size Issue,2025-01-27,Processed
UT-100276,2024-12-13,CUST_10275,New,DRS-FNL-L,Dresses,Finale Gown,5999,1,5999,,0,Credit Card,Instagram Shop,Kanpur,Uttar Pradesh,Delhi,2024-12-31,Delivered,Yes,Damaged in Transit,2025-01-28,Processed
UT-100277,2024-12-13,CUST_10276,New,BOT-PRY-S,Bottoms,Party Leggings,1899,1,1899,Dec20,20,UPI,Website,Mumbai,Maharashtra,Mumbai,2024-12-30,Delivered,No,,,Not Applicable
UT-100278,2024-12-14,CUST_10277,Returning,OUT-CHR-M,Outerwear,Christmas Jacket,4999,1,4999,,0,COD,Mobile App,Delhi,Delhi,Delhi,2024-12-31,Delivered,Yes,Changed Mind,2025-01-29,Processed
UT-100279,2024-12-14,CUST_10278,New,ACC-BLS-OS,Accessories,Blush Bag,1699,1,1699,,0,Wallet,Instagram Shop,Kolkata,West Bengal,Delhi,2024-12-30,Delivered,Yes,Quality Defect,2025-01-26,Processed
UT-100280,2024-12-14,CUST_10279,New,TOP-YRS-L,Tops,Year End Top,2099,1,2099,Dec20,20,Debit Card,Website,Chennai,Tamil Nadu,Bangalore,2024-12-31,Delivered,No,,,Not Applicable
UT-100281,2024-12-14,CUST_10280,New,DRS-EVE-S,Dresses,Evening Elegance,4599,1,4599,,0,Credit Card,Mobile App,Hyderabad,Telangana,Bangalore,2025-01-02,Delivered,Yes,Size Issue,2025-01-30,Processed
UT-100282,2024-12-15,CUST_10281,New,BOT-FNS-M,Bottoms,Finish Line Pants,2299,1,2299,,0,UPI,Instagram Shop,Pune,Maharashtra,Mumbai,2025-01-02,Delivered,No,,,Not Applicable
UT-100283,2024-12-15,CUST_10282,Returning,OUT-NYB-L,Outerwear,NYE Blazer,5799,1,5799,Dec20,20,COD,Website,Ahmedabad,Gujarat,Mumbai,2025-01-03,Delivered,Yes,Wrong Item,2025-01-31,Processed
UT-100284,2024-12-15,CUST_10283,New,ACC-CNT-OS,Accessories,Countdown Earrings,799,2,1598,,0,Wallet,Mobile App,Jaipur,Rajasthan,Delhi,2025-01-02,Delivered,No,,,Not Applicable
UT-100285,2024-12-15,CUST_10284,New,TOP-LST-S,Tops,Last Dance Top,1999,1,1999,,0,Debit Card,Instagram Shop,Lucknow,Uttar Pradesh,Delhi,2025-01-03,Delivered,Yes,Damaged in Transit,2025-01-30,Processed
UT-100286,2024-12-16,CUST_10285,New,DRS-BLS-M,Dresses,Bliss Dress,3899,1,3899,Dec20,20,Credit Card,Website,Bangalore,Karnataka,Bangalore,2025-01-04,Delivered,Yes,Size Issue,2025-02-01,Processed
UT-100287,2024-12-16,CUST_10286,New,BOT-END-L,Bottoms,Year End Pants,2599,1,2599,,0,UPI,Mobile App,Mumbai,Maharashtra,Mumbai,2025-01-04,Delivered,No,,,Not Applicable
UT-100288,2024-12-16,CUST_10287,New,OUT-CLB-M,Outerwear,Celebration Blazer,5299,1,5299,,0,COD,Instagram Shop,Delhi,Delhi,Delhi,2025-01-05,Delivered,Yes,Changed Mind,2025-02-02,Processed
UT-100289,2024-12-16,CUST_10288,Returning,ACC-FNL-OS,Accessories,Finale Necklace,1399,1,1399,Dec20,20,Wallet,Website,Chandigarh,Punjab,Delhi,2025-01-04,Delivered,No,,,Not Applicable
UT-100290,2024-12-17,CUST_10289,New,TOP-PRY-M,Tops,Party Essential Top,1799,1,1799,,0,Debit Card,Mobile App,Noida,Uttar Pradesh,Delhi,2025-01-05,Delivered,Yes,Quality Defect,2025-02-01,Processed
UT-100291,2024-12-17,CUST_10290,New,DRS-SHN-L,Dresses,Shine On Dress,4199,1,4199,,0,Credit Card,Instagram Shop,Gurgaon,Haryana,Delhi,2025-01-06,Delivered,Yes,Size Issue,2025-02-03,Processed
UT-100292,2024-12-17,CUST_10291,New,BOT-GLD-S,Bottoms,Gold Rush Pants,2799,1,2799,Dec20,20,UPI,Website,Indore,Madhya Pradesh,Mumbai,2025-01-06,Delivered,No,,,Not Applicable
UT-100293,2024-12-17,CUST_10292,New,OUT-DZL-M,Outerwear,Dazzle Jacket,5499,1,5499,,0,COD,Mobile App,Surat,Gujarat,Mumbai,2025-01-07,Delivered,Yes,Wrong Item,2025-02-04,Processed
UT-100294,2024-12-18,CUST_10293,Returning,ACC-GLW-OS,Accessories,Glow Bracelet,699,2,1398,,0,Wallet,Instagram Shop,Patna,Bihar,Delhi,2025-01-06,Delivered,No,,,Not Applicable
UT-100295,2024-12-18,CUST_10294,New,TOP-SLB-L,Tops,Celebrate Top,2299,1,2299,Dec20,20,Debit Card,Website,Bhopal,Madhya Pradesh,Mumbai,2025-01-07,Delivered,Yes,Damaged in Transit,2025-02-03,Processed
UT-100296,2024-12-18,CUST_10295,New,DRS-RDY-S,Dresses,Ready to Party Dress,3599,1,3599,,0,Credit Card,Mobile App,Nagpur,Maharashtra,Mumbai,2025-01-08,Delivered,No,,,Not Applicable
UT-100297,2024-12-18,CUST_10296,New,BOT-BRT-M,Bottoms,Bright Night Pants,2499,1,2499,,0,UPI,Instagram Shop,Coimbatore,Tamil Nadu,Bangalore,2025-01-08,Delivered,Yes,Size Issue,2025-02-05,Processed
UT-100298,2024-12-19,CUST_10297,New,OUT-END-L,Outerwear,End of Year Coat,6799,1,6799,Dec20,20,COD,Website,Kochi,Kerala,Bangalore,2025-01-09,Delivered,Yes,Changed Mind,2025-02-06,Processed
UT-100299,2024-12-19,CUST_10298,Returning,ACC-MRY-OS,Accessories,Merry Earrings,599,3,1797,,0,Wallet,Mobile App,Vizag,Andhra Pradesh,Bangalore,2025-01-08,Delivered,No,,,Not Applicable
UT-100300,2024-12-19,CUST_10299,New,TOP-JOY-M,Tops,Joyful Top,1899,1,1899,,0,Debit Card,Instagram Shop,Thiruvananthapuram,Kerala,Bangalore,2025-01-09,Delivered,Yes,Quality Defect,2025-02-05,Processed
UT-100301,2024-12-19,CUST_10300,New,DRS-WND-L,Dresses,Winter Wonder Dress,4499,1,4499,Dec20,20,Credit Card,Website,Mysore,Karnataka,Bangalore,2025-01-10,Delivered,Yes,Size Issue,2025-02-07,Processed
UT-100302,2024-12-20,CUST_10301,New,BOT-FST-S,Bottoms,Festive Pants,2199,1,2199,,0,UPI,Mobile App,Vadodara,Gujarat,Mumbai,2025-01-10,Delivered,No,,,Not Applicable
UT-100303,2024-12-20,CUST_10302,New,OUT-HOL-M,Outerwear,Holiday Jacket,5199,1,5199,,0,COD,Instagram Shop,Rajkot,Gujarat,Mumbai,2025-01-11,Delivered,Yes,Wrong Item,2025-02-08,Processed
UT-100304,2024-12-20,CUST_10303,Returning,ACC-CHR-OS,Accessories,Christmas Brooch,499,2,998,Dec20,20,Wallet,Website,Kanpur,Uttar Pradesh,Delhi,2025-01-10,Delivered,No,,,Not Applicable
UT-100305,2024-12-20,CUST_10304,New,TOP-SNW-L,Tops,Snow White Top,2099,1,2099,,0,Debit Card,Mobile App,Mumbai,Maharashtra,Mumbai,2025-01-11,Delivered,Yes,Damaged in Transit,2025-02-07,Processed
UT-100306,2024-12-21,CUST_10305,New,DRS-ICE-S,Dresses,Ice Queen Dress,3999,1,3999,,0,Credit Card,Instagram Shop,Delhi,Delhi,Delhi,2025-01-12,Delivered,Yes,Size Issue,2025-02-09,Processed
UT-100307,2024-12-21,CUST_10306,New,BOT-FRZ-M,Bottoms,Frozen Pants,2399,1,2399,Dec20,20,UPI,Website,Kolkata,West Bengal,Delhi,2025-01-12,Delivered,No,,,Not Applicable
UT-100308,2024-12-21,CUST_10307,New,OUT-WNT-L,Outerwear,Winter Wonderland Coat,7299,1,7299,,0,COD,Mobile App,Chennai,Tamil Nadu,Bangalore,2025-01-13,Delivered,Yes,Changed Mind,2025-02-10,Processed
UT-100309,2024-12-21,CUST_10308,Returning,ACC-SNF-OS,Accessories,Snowflake Pendant,899,1,899,,0,Wallet,Instagram Shop,Hyderabad,Telangana,Bangalore,2025-01-12,Delivered,Yes,Quality Defect,2025-02-08,Processed
UT-100310,2024-12-22,CUST_10309,New,TOP-XMS-M,Tops,Christmas Spirit Top,1999,1,1999,Dec20,20,Debit Card,Website,Pune,Maharashtra,Mumbai,2025-01-13,Delivered,No,,,Not Applicable
UT-100311,2024-12-22,CUST_10310,New,DRS-NYR-L,Dresses,New Year Ready Dress,4699,1,4699,,0,Credit Card,Mobile App,Ahmedabad,Gujarat,Mumbai,2025-01-14,Delivered,Yes,Size Issue,2025-02-11,Processed
UT-100312,2024-12-22,CUST_10311,New,BOT-HLD-S,Bottoms,Holiday Special Pants,2299,1,2299,,0,UPI,Instagram Shop,Jaipur,Rajasthan,Delhi,2025-01-14,Delivered,No,,,Not Applicable
UT-100313,2024-12-22,CUST_10312,New,OUT-CEL-M,Outerwear,Celebrate Blazer,5399,1,5399,Dec20,20,COD,Website,Lucknow,Uttar Pradesh,Delhi,2025-01-15,Delivered,Yes,Wrong Item,2025-02-12,Processed
UT-100314,2024-12-23,CUST_10313,Returning,ACC-WRM-OS,Accessories,Warm Wishes Scarf,1199,1,1199,,0,Wallet,Mobile App,Bangalore,Karnataka,Bangalore,2025-01-14,Delivered,No,,,Not Applicable
UT-100315,2024-12-23,CUST_10314,New,TOP-FLK-L,Tops,Snowflake Top,2199,1,2199,,0,Debit Card,Instagram Shop,Mumbai,Maharashtra,Mumbai,2025-01-15,Delivered,Yes,Damaged in Transit,2025-02-11,Processed
UT-100316,2024-12-23,CUST_10315,New,DRS-SPR-S,Dresses,Sparkle Season Dress,3799,1,3799,Dec20,20,Credit Card,Website,Delhi,Delhi,Delhi,2025-01-16,Delivered,Yes,Size Issue,2025-02-13,Processed
UT-100317,2024-12-23,CUST_10316,New,BOT-CHR-M,Bottoms,Cheer Pants,2499,1,2499,,0,UPI,Mobile App,Chandigarh,Punjab,Delhi,2025-01-16,Delivered,No,,,Not Applicable
UT-100318,2024-12-24,CUST_10317,New,OUT-XMS-L,Outerwear,Christmas Coat,6499,1,6499,,0,COD,Instagram Shop,Noida,Uttar Pradesh,Delhi,2025-01-17,Delivered,Yes,Changed Mind,2025-02-14,Processed
UT-100319,2024-12-24,CUST_10318,Returning,ACC-BEL-OS,Accessories,Bell Earrings,499,3,1497,Dec20,20,Wallet,Website,Gurgaon,Haryana,Delhi,2025-01-16,Delivered,No,,,Not Applicable
UT-100320,2024-12-24,CUST_10319,New,TOP-RDR-M,Tops,Reindeer Top,1799,1,1799,,0,Debit Card,Mobile App,Indore,Madhya Pradesh,Mumbai,2025-01-17,Delivered,Yes,Quality Defect,2025-02-13,Processed
UT-100321,2024-12-24,CUST_10320,New,DRS-STR-L,Dresses,Star Bright Dress,4299,1,4299,,0,Credit Card,Instagram Shop,Surat,Gujarat,Mumbai,2025-01-18,Delivered,Yes,Size Issue,2025-02-15,Processed
UT-100322,2024-12-25,CUST_10321,New,BOT-MRY-S,Bottoms,Merry Leggings,1899,1,1899,Dec20,20,UPI,Website,Patna,Bihar,Delhi,2025-01-18,Delivered,No,,,Not Applicable
UT-100323,2024-12-25,CUST_10322,New,OUT-JOL-M,Outerwear,Jolly Jacket,4999,1,4999,,0,COD,Mobile App,Bhopal,Madhya Pradesh,Mumbai,2025-01-19,Delivered,Yes,Wrong Item,2025-02-16,Processed
UT-100324,2024-12-25,CUST_10323,Returning,ACC-GFT-OS,Accessories,Gift Box Clutch,1399,1,1399,,0,Wallet,Instagram Shop,Nagpur,Maharashtra,Mumbai,2025-01-18,Delivered,No,,,Not Applicable
UT-100325,2024-12-25,CUST_10324,New,TOP-HLY-L,Tops,Holly Top,2099,1,2099,Dec20,20,Debit Card,Website,Coimbatore,Tamil Nadu,Bangalore,2025-01-19,Delivered,Yes,Damaged in Transit,2025-02-15,Processed
UT-100326,2024-12-26,CUST_10325,New,DRS-BOX-S,Dresses,Boxing Day Dress,2999,1,2999,,0,Credit Card,Mobile App,Kochi,Kerala,Bangalore,2025-01-20,Delivered,Yes,Size Issue,2025-02-17,Processed
UT-100327,2024-12-26,CUST_10326,New,BOT-SLE-M,Bottoms,Sale Season Pants,2199,1,2199,,0,UPI,Instagram Shop,Vizag,Andhra Pradesh,Bangalore,2025-01-20,Delivered,No,,,Not Applicable
UT-100328,2024-12-26,CUST_10327,New,OUT-SAL-L,Outerwear,Sale Special Coat,5999,1,5999,Dec20,20,COD,Website,Thiruvananthapuram,Kerala,Bangalore,2025-01-21,Delivered,Yes,Changed Mind,2025-02-18,Processed
UT-100329,2024-12-26,CUST_10328,Returning,ACC-DIS-OS,Accessories,Discount Find Bag,1299,1,1299,,0,Wallet,Mobile App,Mysore,Karnataka,Bangalore,2025-01-20,Delivered,Yes,Quality Defect,2025-02-16,Processed
UT-100330,2024-12-27,CUST_10329,New,TOP-CLR-M,Tops,Clearance Top,999,2,1998,,0,Debit Card,Instagram Shop,Vadodara,Gujarat,Mumbai,2025-01-21,Delivered,No,,,Not Applicable
UT-100331,2024-12-27,CUST_10330,New,DRS-END-L,Dresses,Year End Dress,3499,1,3499,Dec20,20,Credit Card,Website,Rajkot,Gujarat,Mumbai,2025-01-22,Delivered,Yes,Size Issue,2025-02-19,Processed
UT-100332,2024-12-27,CUST_10331,New,BOT-FNL-S,Bottoms,Final Sale Pants,1799,1,1799,,0,UPI,Mobile App,Kanpur,Uttar Pradesh,Delhi,2025-01-22,Delivered,No,,,Not Applicable
UT-100333,2024-12-27,CUST_10332,New,OUT-LST-M,Outerwear,Last Chance Jacket,4599,1,4599,,0,COD,Instagram Shop,Mumbai,Maharashtra,Mumbai,2025-01-23,Delivered,Yes,Wrong Item,2025-02-20,Processed
UT-100334,2024-12-28,CUST_10333,Returning,ACC-NWY-OS,Accessories,New Year Tiara,799,1,799,Dec20,20,Wallet,Website,Delhi,Delhi,Delhi,2025-01-22,Delivered,No,,,Not Applicable
UT-100335,2024-12-28,CUST_10334,New,TOP-BYE-L,Tops,Goodbye 2024 Top,1899,1,1899,,0,Debit Card,Mobile App,Kolkata,West Bengal,Delhi,2025-01-23,Delivered,Yes,Damaged in Transit,2025-02-19,Processed
UT-100336,2024-12-28,CUST_10335,New,DRS-WLC-S,Dresses,Welcome 2025 Dress,4099,1,4099,,0,Credit Card,Instagram Shop,Chennai,Tamil Nadu,Bangalore,2025-01-24,Delivered,Yes,Size Issue,2025-02-21,Processed
UT-100337,2024-12-28,CUST_10336,New,BOT-RES-M,Bottoms,Resolution Pants,2299,1,2299,Dec20,20,UPI,Website,Hyderabad,Telangana,Bangalore,2025-01-24,Delivered,No,,,Not Applicable
UT-100338,2024-12-29,CUST_10337,New,OUT-HOP-L,Outerwear,Hope Coat,5799,1,5799,,0,COD,Mobile App,Pune,Maharashtra,Mumbai,2025-01-25,Delivered,Yes,Changed Mind,2025-02-22,Processed
UT-100339,2024-12-29,CUST_10338,Returning,ACC-DRM-OS,Accessories,Dream Catcher Earrings,699,2,1398,,0,Wallet,Instagram Shop,Ahmedabad,Gujarat,Mumbai,2025-01-24,Delivered,Yes,Quality Defect,2025-02-20,Processed
UT-100340,2024-12-29,CUST_10340,New,TOP-WIS-M,Tops,Wishes Top,1999,1,1999,Dec20,20,Debit Card,Website,Jaipur,Rajasthan,Delhi,2025-01-25,Delivered,No,,,Not Applicable
UT-100341,2024-12-29,CUST_10340,New,DRS-PRO-L,Dresses,Promise Dress,3899,1,3899,,0,Credit Card,Mobile App,Lucknow,Uttar Pradesh,Delhi,2025-01-26,Delivered,Yes,Size Issue,2025-02-23,Processed
UT-100342,2024-12-30,CUST_10341,New,BOT-NEW-S,Bottoms,New Beginning Pants,2099,1,2099,,0,UPI,Instagram Shop,Bangalore,Karnataka,Bangalore,2025-01-26,Delivered,No,,,Not Applicable
UT-100343,2024-12-30,CUST_10342,New,OUT-FRE-M,Outerwear,Fresh Start Jacket,4899,1,4899,Dec20,20,COD,Website,Mumbai,Maharashtra,Mumbai,2025-01-27,Delivered,Yes,Wrong Item,2025-02-24,Processed
UT-100344,2024-12-30,CUST_10343,Returning,ACC-LCK-OS,Accessories,Lucky Charm Bracelet,599,3,1797,,0,Wallet,Mobile App,Delhi,Delhi,Delhi,2025-01-26,Delivered,No,,,Not Applicable
UT-100345,2024-12-30,CUST_10344,New,TOP-BEG-L,Tops,Begin Again Top,2199,1,2199,,0,Debit Card,Instagram Shop,Chandigarh,Punjab,Delhi,2025-01-27,Delivered,Yes,Damaged in Transit,2025-02-23,Processed
UT-100346,2024-12-31,CUST_10345,New,DRS-CNT-S,Dresses,Countdown Dress,4499,1,4499,Dec20,20,Credit Card,Website,Noida,Uttar Pradesh,Delhi,2025-01-28,Delivered,Yes,Size Issue,2025-02-25,Processed
